         Datum/Zeit;Geneigt CM-11(W/m2);Temp Bentham Box;Global CMP-11(W/m2);Diffus CMP-11(W/m2);CO2 Sensor; CO2 ppm;Temp AMUDIS Box
11.02.2024 00:00:00;   -3.84;    18.3;    -3.6;    -3.8;  19.987;   999.2;    20.3
11.02.2024 00:01:00;   -3.84;    18.4;    -3.6;    -3.8;  19.987;   999.2;    21.0
11.02.2024 00:02:00;   -3.84;    18.3;    -3.6;    -3.8;  19.987;   999.2;    21.4
11.02.2024 00:03:00;   -3.82;    18.4;    -3.6;    -3.7;  19.987;   999.2;    20.5
11.02.2024 00:04:00;   -3.80;    18.4;    -3.5;    -3.8;  19.987;   999.2;    20.2
11.02.2024 00:05:00;   -3.80;    18.3;    -3.5;    -3.7;  19.987;   999.2;    20.8
11.02.2024 00:06:00;   -3.80;    18.4;    -3.5;    -3.7;  19.987;   999.2;    21.5
11.02.2024 00:07:00;   -3.81;    18.3;    -3.6;    -3.8;  19.987;   999.2;    21.3
11.02.2024 00:08:00;   -3.84;    18.3;    -3.6;    -3.8;  19.987;   999.2;    20.2
11.02.2024 00:09:00;   -3.82;    18.4;    -3.5;    -3.8;  19.987;   999.2;    21.0
11.02.2024 00:10:00;   -3.81;    18.4;    -3.6;    -3.7;  19.987;   999.2;    21.3
11.02.2024 00:11:00;   -3.80;    18.4;    -3.5;    -3.7;  19.987;   999.2;    21.2
11.02.2024 00:12:00;   -3.80;    18.4;    -3.5;    -3.7;  19.987;   999.2;    20.2
11.02.2024 00:13:00;   -3.80;    18.3;    -3.5;    -3.7;  19.987;   999.2;    20.7
11.02.2024 00:14:00;   -3.80;    18.3;    -3.5;    -3.7;  19.987;   999.2;    21.4
11.02.2024 00:15:00;   -3.80;    18.3;    -3.5;    -3.7;  19.987;   999.2;    21.5
11.02.2024 00:16:00;   -3.83;    18.3;    -3.6;    -3.8;  19.987;   999.2;    20.7
11.02.2024 00:17:00;   -3.81;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.4
11.02.2024 00:18:00;   -3.81;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.1
11.02.2024 00:19:00;   -3.81;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.5
11.02.2024 00:20:00;   -3.82;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.8
11.02.2024 00:21:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.2
11.02.2024 00:22:00;   -3.84;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.0
11.02.2024 00:23:00;   -3.84;    18.3;    -3.6;    -3.8;  19.987;   999.2;    21.4
11.02.2024 00:24:00;   -3.82;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.4
11.02.2024 00:25:00;   -3.84;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.1
11.02.2024 00:26:00;   -3.81;    18.3;    -3.5;    -3.7;  19.987;   999.2;    20.5
11.02.2024 00:27:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.2
11.02.2024 00:28:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.4
11.02.2024 00:29:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.2
11.02.2024 00:30:00;   -3.81;    18.3;    -3.5;    -3.7;  19.987;   999.2;    20.6
11.02.2024 00:31:00;   -3.82;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.3
11.02.2024 00:32:00;   -3.82;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.4
11.02.2024 00:33:00;   -3.83;    18.3;    -3.6;    -3.8;  19.987;   999.2;    20.3
11.02.2024 00:34:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    20.7
11.02.2024 00:35:00;   -3.84;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.2
11.02.2024 00:36:00;   -3.83;    18.3;    -3.5;    -3.8;  19.987;   999.2;    21.4
